,Source,State,Date,Sample,Biden,Trump,Other,p_hat,sample_sd,Delegates,538 Grade,Mean-Reverted Bias,Bias,Bias_Party,Bias_Numeric,Grade_Bin,Bias_Adjustment
487,Public Policy,Michigan,2020-07-01,1237.0,0.53,0.47,0.06,0.53,0.014190641022994426,16,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
488,CNBC/Change Research,Michigan,2020-07-01,699.0,0.525,0.475,0.09,0.525,0.01888808239743676,16,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
489,Redfield & Wilton,Michigan,2020-06-25,826.0,0.5549999999999999,0.445,0.17,0.5549999999999999,0.017291651472712288,16,,,,,0.0,,0.0
490,NY Times / Siena College,Michigan,2020-06-25,610.0,0.5549999999999999,0.445,0.17,0.5549999999999999,0.020121556827947678,16,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
491,Trafalgar Group,Michigan,2020-06-22,1101.0,0.505,0.495,0.09,0.505,0.015067965912167615,16,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
492,CNBC/Change Research,Michigan,2020-06-17,353.0,0.51,0.49,0.08,0.51,0.02660699177531058,16,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
493,EPIC-MRA,Michigan,2020-06-16,600.0,0.5800000000000001,0.42000000000000004,0.06,0.5800000000000001,0.020149441679609883,16,B+,R +0.2,R +0.4,R,0.004,2.0,0.004
494,TIPP Battleground Poll,Michigan,2020-06-16,862.0,0.5650000000000001,0.435,0.11,0.5650000000000001,0.01688555032401312,16,A/B,R +0.8,R +1.9,R,0.019,1.0,0.019
495,EPIC-MRA,Michigan,2020-06-07,600.0,0.56,0.43999999999999995,0.06,0.56,0.020264912204760885,16,B+,R +0.2,R +0.4,R,0.004,2.0,0.004
496,CNBC/Change Research,Michigan,2020-06-03,579.0,0.51,0.49,0.06,0.51,0.020775134599240994,16,C-,D +1.1,D +1.6,D,0.016,3.0,-0.016
497,Public Policy,Michigan,2020-06-01,1582.0,0.53,0.47,0.06,0.53,0.012548263336758887,16,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
498,Redfield & Wilton,Michigan,2020-05-21,970.0,0.54,0.46,0.14,0.54,0.01600257711204055,16,,,,,0.0,,0.0
499,Change Research,Michigan,2020-05-21,3070.0,0.515,0.48500000000000004,0.05,0.515,0.009019974215784666,16,,,,,0.0,,0.0
500,Public Policy,Michigan,2020-05-20,1234.0,0.53,0.47000000000000003,0.04,0.53,0.014207880115428628,16,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
501,Public Policy,Michigan,2020-04-30,1270.0,0.54,0.45999999999999996,0.08,0.54,0.013985369182867587,16,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
502,Public Policy,Michigan,2020-04-23,1277.0,0.535,0.465,0.05,0.535,0.013957509072699437,16,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
503,Ipsos/Reuters,Michigan,2020-04-22,612.0,0.54,0.46,0.16,0.54,0.02014652210534554,16,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
504,Fox News,Michigan,2020-04-22,801.0,0.54,0.45999999999999996,0.1,0.54,0.0176100073694068,16,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
505,Hart Research,Michigan,2020-04-13,303.0,0.545,0.45499999999999996,0.09,0.545,0.028607679736986594,16,,,,,0.0,,0.0
506,Public Policy,Michigan,2020-04-02,1019.0,0.515,0.485,0.07,0.515,0.015656237176035207,16,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
507,Baldwin Wallace Univ.,Michigan,2020-03-25,997.0,0.525,0.475,0.11,0.525,0.015815352545181696,16,C/D,D +0.7,D +8.3,D,0.083,3.0,-0.083
508,MRG,Michigan,2020-03-25,600.0,0.515,0.485,0.15,0.515,0.020403226868970177,16,B/C,D +0.3,D +1.7,D,0.017,2.0,-0.017
509,Yahoo/YouGov,Michigan,2020-03-09,564.0,0.52,0.48,0.14,0.52,0.021036948245631105,16,,,,,0.0,,0.0
510,Monmouth University,Michigan,2020-03-09,977.0,0.535,0.46499999999999997,0.11,0.535,0.015957177854394104,16,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
511,Expedition Strategies,Michigan,2020-02-24,500.0,0.5,0.5,0.14,0.5,0.022360679774997897,16,,,,,0.0,,0.0
512,Univ. of Wisconsin-Madison,Michigan,2020-02-23,1249.0,0.52,0.48,0.1,0.52,0.014136473106737692,16,B/C,D +0.4,D +4.1,D,0.040999999999999995,2.0,-0.040999999999999995
513,Quinnipiac,Michigan,2020-02-20,845.0,0.52,0.48,0.1,0.52,0.01718675697694639,16,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
514,EPIC-MRA,Michigan,2020-01-15,600.0,0.53,0.47,0.06,0.53,0.02037563904928301,16,B+,R +0.2,R +0.4,R,0.004,2.0,0.004
515,Glengariff Group,Michigan,2020-01-09,600.0,0.535,0.46499999999999997,0.07,0.535,0.020362342694297236,16,B/C,D +0.3,D +1.3,D,0.013000000000000001,2.0,-0.013000000000000001
516,Research Co.,Minnesota,2020-11-02,450.0,0.545,0.455,0.05,0.545,0.02347457253190259,10,B-,R +0.5,R +1.1,R,0.011000000000000001,2.0,0.011000000000000001
517,Morning Consult,Minnesota,2020-11-02,883.0,0.55,0.44999999999999996,0.06,0.55,0.016741996617372936,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
518,Public Policy,Minnesota,2020-10-31,770.0,0.555,0.445,0.03,0.555,0.01790940404499137,10,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
519,SurveyUSA,Minnesota,2020-10-28,649.0,0.525,0.475,0.11,0.525,0.019602168050902934,10,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
520,Gravis Marketing,Minnesota,2020-10-27,657.0,0.5700000000000001,0.43,0.08,0.5700000000000001,0.01931474464575169,10,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
521,Trafalgar Group,Minnesota,2020-10-25,1065.0,0.515,0.485,0.07,0.515,0.015314389195522127,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
522,SurveyUSA,Minnesota,2020-10-22,625.0,0.53,0.47,0.1,0.53,0.019963967541548448,10,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
523,Morning Consult,Minnesota,2020-10-22,864.0,0.545,0.45499999999999996,0.07,0.545,0.016941313463006695,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
524,Civiqs,Minnesota,2020-10-21,840.0,0.55,0.45,0.04,0.55,0.01716516405813988,10,B/C,,,,0.0,2.0,0.0
525,Change Research,Minnesota,2020-10-20,1021.0,0.525,0.475,0.07,0.525,0.01562836643460537,10,,,,,0.0,,0.0
526,Morning Consult,Minnesota,2020-10-13,898.0,0.53,0.47,0.06,0.53,0.016655155638844094,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
527,SurveyUSA,Minnesota,2020-10-07,929.0,0.5349999999999999,0.465,0.13,0.5349999999999999,0.016364227571927563,10,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
528,Mason-Dixon,Minnesota,2020-09-26,800.0,0.53,0.47,0.1,0.53,0.017645821035021294,10,B+,R +0.6,R +0.7,R,0.006999999999999999,2.0,0.006999999999999999
529,Suffolk University,Minnesota,2020-09-25,500.0,0.5349999999999999,0.465,0.13,0.5349999999999999,0.022305828834634233,10,A,D +0.6,D +1.0,D,0.01,1.0,-0.01
530,Redfield & Wilton,Minnesota,2020-09-20,718.0,0.545,0.45499999999999996,0.07,0.545,0.018584108285843157,10,,,,,0.0,,0.0
531,ABC News / Wash. Post,Minnesota,2020-09-16,615.0,0.58,0.42,0.02,0.58,0.0199021999029155,10,A+,D +0.5,D +0.8,D,0.008,1.0,-0.008
532,Morning Consult,Minnesota,2020-09-15,643.0,0.52,0.48,0.08,0.52,0.019702294393156038,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
533,YouGov/CBS News,Minnesota,2020-09-13,1087.0,0.545,0.45499999999999996,0.09,0.545,0.01510390263756373,10,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
534,NY Times / Siena College,Minnesota,2020-09-12,814.0,0.545,0.45499999999999996,0.09,0.545,0.01745387040566052,10,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
535,SurveyUSA,Minnesota,2020-09-09,553.0,0.545,0.455,0.11,0.545,0.02117587593274449,10,A,D +0.1,D +0.1,D,0.001,1.0,-0.001
536,Public Policy,Minnesota,2020-09-04,877.0,0.54,0.46,0.04,0.54,0.01682968545245972,10,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
537,Trafalgar Group,Minnesota,2020-08-20,1141.0,0.5,0.5,0.06,0.5,0.014802231160433424,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
538,Emerson College,Minnesota,2020-08-11,733.0,0.515,0.485,0.03,0.515,0.018459608943488512,10,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
539,Public Policy,Minnesota,2020-07-31,1218.0,0.55,0.44999999999999996,0.06,0.55,0.014254892859763968,10,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
540,Morning Consult,Minnesota,2020-07-28,662.0,0.515,0.485,0.09,0.515,0.01942430501659309,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
541,Trafalgar Group,Minnesota,2020-07-27,1129.0,0.525,0.475,0.07,0.525,0.014862076264593618,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
542,Fox News,Minnesota,2020-07-23,776.0,0.5650000000000001,0.435,0.11,0.5650000000000001,0.017796639031703212,10,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
543,Gravis Marketing,Minnesota,2020-06-19,600.0,0.5850000000000001,0.415,0.09,0.5850000000000001,0.02011529268989144,10,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
544,Mason-Dixon,Minnesota,2020-05-24,800.0,0.525,0.475,0.07,0.525,0.017655558614781918,10,B+,R +0.6,R +0.7,R,0.006999999999999999,2.0,0.006999999999999999
545,Civiqs,Mississippi,2020-10-27,507.0,0.43,0.5700000000000001,0.04,0.43,0.02198708604300993,6,B/C,,,,0.0,2.0,0.0
546,Axios / SurveyMonkey,Mississippi,2020-10-17,1290.0,0.4,0.6,0.02,0.4,0.013639886789409469,6,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
547,Axios / SurveyMonkey,Mississippi,2020-10-01,782.0,0.445,0.555,0.01,0.445,0.01777146049665427,6,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
548,Millsaps College,Mississippi,2020-06-16,568.0,0.45499999999999996,0.545,0.09,0.45499999999999996,0.020894394086102427,6,,,,,0.0,,0.0
549,Millsaps College,Mississippi,2020-04-20,508.0,0.445,0.5549999999999999,0.13,0.445,0.022049291595026804,6,,,,,0.0,,0.0
550,Mason-Dixon,Mississippi,2020-03-05,625.0,0.425,0.5750000000000001,0.03,0.425,0.019773719933285187,6,B+,R +0.6,R +0.7,R,0.006999999999999999,2.0,0.006999999999999999
551,Morning Consult,Missouri,2020-11-02,1109.0,0.455,0.545,0.05,0.455,0.01495333890656075,10,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
552,Remington Research,Missouri,2020-10-31,1010.0,0.47500000000000003,0.525,0.05,0.47500000000000003,0.01571324093222208,10,C-,D +1.2,D +2.0,D,0.02,3.0,-0.02
553,SLU/YouGov,Missouri,2020-10-13,931.0,0.455,0.545,0.05,0.455,0.016320336499553147,10,,,,,0.0,,0.0
554,Remington Research,Missouri,2020-10-03,980.0,0.47500000000000003,0.525,0.03,0.47500000000000003,0.015951936738662353,10,C-,D +1.2,D +2.0,D,0.02,3.0,-0.02
555,Remington Research,Missouri,2020-09-19,1046.0,0.46,0.54,0.02,0.46,0.015410259550909137,10,C-,D +1.2,D +2.0,D,0.02,3.0,-0.02
556,We Ask America,Missouri,2020-09-08,500.0,0.475,0.525,0.07,0.475,0.022332711434127295,10,C,R +0.8,R +1.6,R,0.016,3.0,0.016
557,Trafalgar Group,Missouri,2020-08-31,1015.0,0.44499999999999995,0.555,0.07,0.44499999999999995,0.015598882112276807,10,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
558,SLU/YouGov,Missouri,2020-07-13,900.0,0.46499999999999997,0.535,0.07,0.46499999999999997,0.016625783189572352,10,,,,,0.0,,0.0
559,Remington Research,Missouri,2020-06-13,1152.0,0.45999999999999996,0.54,0.06,0.45999999999999996,0.014684175155588413,10,C-,D +1.2,D +2.0,D,0.02,3.0,-0.02
560,We Ask America,Missouri,2020-05-28,500.0,0.48,0.52,0.08,0.48,0.022342784070030305,10,C,R +0.8,R +1.6,R,0.016,3.0,0.016
561,Remington Research,Missouri,2020-03-01,1050.0,0.44999999999999996,0.55,0.06,0.44999999999999996,0.01535298947157477,10,C-,D +1.2,D +2.0,D,0.02,3.0,-0.02
562,Mountain States Poll,Montana,2020-10-28,546.0,0.465,0.535,0.03,0.465,0.02134553508656712,3,,,,,0.0,,0.0
563,Public Policy,Montana,2020-10-27,886.0,0.49,0.51,0.04,0.49,0.0167944686153577,3,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
564,RMG Research,Montana,2020-10-24,800.0,0.48000000000000004,0.52,0.04,0.48000000000000004,0.017663521732655695,3,B/C,,,,0.0,2.0,0.0
565,NY Times / Siena College,Montana,2020-10-23,758.0,0.47,0.53,0.08,0.47,0.018128098861649306,3,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
566,Strategies 360,Montana,2020-10-22,500.0,0.45999999999999996,0.54,0.06,0.45999999999999996,0.022289010745208053,3,B/C,R +0.1,R +0.6,R,0.006,2.0,0.006
567,Montana State U.,Montana,2020-10-14,1607.0,0.465,0.535,0.05,0.465,0.012442149893161869,3,B/C,D +0.3,D +3.0,D,0.03,2.0,-0.03
568,Public Policy,Montana,2020-10-12,798.0,0.47000000000000003,0.53,0.02,0.47000000000000003,0.01766791975505826,3,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
569,Emerson College,Montana,2020-10-07,500.0,0.435,0.5650000000000001,0.01,0.435,0.02217092690890482,3,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
570,NY Times / Siena College,Montana,2020-09-20,625.0,0.46499999999999997,0.535,0.09,0.46499999999999997,0.019950939827486823,3,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
571,Fabrizio Ward / Hart Research,Montana,2020-09-10,800.0,0.46499999999999997,0.535,0.07,0.46499999999999997,0.017634306053825877,3,,,,,0.0,,0.0
572,Expedition Strategies,Montana,2020-09-01,400.0,0.48,0.52,0.08,0.48,0.024979991993593593,3,,,,,0.0,,0.0
573,Emerson College,Montana,2020-08-03,584.0,0.445,0.555,0.05,0.445,0.020564590860512492,3,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
574,Public Policy,Montana,2020-07-28,917.0,0.47500000000000003,0.525,0.05,0.47500000000000003,0.016490802433038125,3,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
575,Spry Strategies,Montana,2020-07-22,700.0,0.44999999999999996,0.55,0.06,0.44999999999999996,0.01880349511584026,3,B/C,R +0.3,R +5.4,R,0.054000000000000006,2.0,0.054000000000000006
576,Civiqs,Montana,2020-07-14,873.0,0.48,0.52,0.06,0.48,0.01690889271717584,3,B/C,,,,0.0,2.0,0.0
577,Public Policy,Montana,2020-07-13,1224.0,0.45499999999999996,0.545,0.07,0.45499999999999996,0.01423355030371432,3,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
578,U. of Montana Big Sky Poll,Montana,2020-07-02,517.0,0.43,0.5700000000000001,0.1,0.43,0.021773406667561813,3,,,,,0.0,,0.0
579,Montana State U.,Montana,2020-05-05,459.0,0.47500000000000003,0.525,0.15,0.47500000000000003,0.023308810643075963,3,B/C,D +0.3,D +3.0,D,0.03,2.0,-0.03
580,U. of Montana Big Sky Poll,Montana,2020-02-26,498.0,0.39,0.6100000000000001,0.1,0.39,0.021856597250567024,3,,,,,0.0,,0.0
581,Axios / SurveyMonkey,Nebraska,2020-11-01,1666.0,0.44,0.56,0.02,0.44,0.012161379842101206,5,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
582,Axios / SurveyMonkey,Nebraska,2020-10-17,1292.0,0.46,0.54,0.02,0.46,0.013865787461212028,5,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
583,Axios / SurveyMonkey,Nebraska,2020-10-01,799.0,0.42,0.58,0.02,0.42,0.01746084480707394,5,D-,D +5.0,D +5.6,D,0.055999999999999994,3.0,-0.055999999999999994
584,Emerson College,Nevada,2020-11-01,720.0,0.51,0.49,0.04,0.51,0.018630172659783197,6,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
585,Trafalgar Group,Nevada,2020-10-30,1024.0,0.51,0.49,0.04,0.51,0.015621874687437485,6,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
586,Gravis Marketing,Nevada,2020-10-29,688.0,0.53,0.47,0.06,0.53,0.01902797817657914,6,C,D +0.9,D +1.1,D,0.011000000000000001,3.0,-0.011000000000000001
587,NY Times / Siena College,Nevada,2020-10-27,809.0,0.53,0.47,0.08,0.53,0.01754739300397908,6,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
588,BUSR/UNLV,Nevada,2020-10-27,802.0,0.545,0.45499999999999996,0.09,0.545,0.01758396316529649,6,,,,,0.0,,0.0
589,Civiqs,Nevada,2020-10-21,712.0,0.545,0.455,0.05,0.545,0.018662247838404207,6,B/C,,,,0.0,2.0,0.0
590,WPA Intelligence,Nevada,2020-10-13,512.0,0.51,0.49,0.14,0.51,0.022092667052667048,6,B/C,R +0.7,R +2.1,R,0.021,2.0,0.021
591,YouGov/CBS News,Nevada,2020-10-11,1036.0,0.53,0.47000000000000003,0.02,0.53,0.01550625729968439,6,B,D +0.4,D +0.4,D,0.004,2.0,-0.004
592,NY Times / Siena College,Nevada,2020-10-07,660.0,0.53,0.47,0.1,0.53,0.019427409565462978,6,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
593,BUSR/UNLV,Nevada,2020-09-28,641.0,0.525,0.475,0.13,0.525,0.019724111174460178,6,,,,,0.0,,0.0
594,Fox News,Nevada,2020-09-24,810.0,0.555,0.44499999999999995,0.07,0.555,0.017461598077135074,6,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
595,NY Times / Siena College,Nevada,2020-09-12,462.0,0.52,0.48,0.12,0.52,0.023243488125919056,6,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
596,BUSR/UNLV,Nevada,2020-09-01,682.0,0.525,0.47500000000000003,0.17,0.525,0.019122042063247892,6,,,,,0.0,,0.0
597,Anzalone Liszt Grove,Nevada,2020-05-06,763.0,0.52,0.48,0.06,0.52,0.018086728587087327,6,,,,,0.0,,0.0
598,Fox News,Nevada,2020-01-09,1505.0,0.54,0.46,0.14,0.54,0.012847172213644651,6,A-,D +1.4,D +2.7,D,0.027000000000000003,1.0,-0.027000000000000003
599,St. Anselm College,New_Hampshire,2020-10-29,1018.0,0.54,0.46,0.04,0.54,0.015620750895721017,4,,,,,0.0,,0.0
600,Univ. of New Hampshire,New_Hampshire,2020-10-29,864.0,0.54,0.46,0.02,0.54,0.01695582495781317,4,B-,D +2.8,D +3.7,D,0.037000000000000005,2.0,-0.037000000000000005
601,UMass Lowell,New_Hampshire,2020-10-29,757.0,0.55,0.45,0.04,0.55,0.01808171675603405,4,,,,,0.0,,0.0
602,American Research Group,New_Hampshire,2020-10-29,600.0,0.595,0.405,0.03,0.595,0.02004058382383108,4,B,R +0.2,R +0.2,R,0.002,2.0,0.002
603,Suffolk University,New_Hampshire,2020-10-14,500.0,0.55,0.44999999999999996,0.08,0.55,0.022248595461286987,4,A,D +0.6,D +1.0,D,0.01,1.0,-0.01
604,Univ. of New Hampshire,New_Hampshire,2020-10-13,899.0,0.56,0.44,0.02,0.56,0.01655543154622883,4,B-,D +2.8,D +3.7,D,0.037000000000000005,2.0,-0.037000000000000005
605,St. Anselm College,New_Hampshire,2020-10-08,1147.0,0.56,0.43999999999999995,0.06,0.56,0.014656782487496666,4,,,,,0.0,,0.0
606,Emerson College,New_Hampshire,2020-10-01,700.0,0.535,0.465,0.03,0.535,0.01885186614483715,4,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
607,Univ. of New Hampshire,New_Hampshire,2020-09-30,972.0,0.545,0.455,0.03,0.545,0.015972423509198648,4,B-,D +2.8,D +3.7,D,0.037000000000000005,2.0,-0.037000000000000005
608,American Research Group,New_Hampshire,2020-09-29,600.0,0.545,0.455,0.03,0.545,0.020329576155608032,4,B,R +0.2,R +0.2,R,0.002,2.0,0.002
609,UMass Lowell,New_Hampshire,2020-09-29,657.0,0.545,0.455,0.03,0.545,0.01942769445982598,4,,,,,0.0,,0.0
610,NY Times / Siena College,New_Hampshire,2020-09-12,445.0,0.515,0.485,0.13,0.515,0.023691604733142514,4,A+,R +0.3,R +0.4,R,0.004,1.0,0.004
611,St. Anselm College,New_Hampshire,2020-08-20,1042.0,0.54,0.45999999999999996,0.06,0.54,0.015439809452545136,4,,,,,0.0,,0.0
612,Univ. of New Hampshire,New_Hampshire,2020-07-30,1893.0,0.5650000000000001,0.43500000000000005,0.07,0.5650000000000001,0.011394454680428647,4,B-,D +2.8,D +3.7,D,0.037000000000000005,2.0,-0.037000000000000005
613,St. Anselm College,New_Hampshire,2020-06-18,1072.0,0.535,0.46499999999999997,0.09,0.535,0.015233720206938408,4,,,,,0.0,,0.0
614,St. Anselm College,New_Hampshire,2020-04-29,820.0,0.54,0.45999999999999996,0.08,0.54,0.017404793284273523,4,,,,,0.0,,0.0
615,Granite State Poll,New_Hampshire,2020-02-27,576.0,0.49,0.51,0.1,0.49,0.020829166249916646,4,,,,,0.0,,0.0
616,NBC News/Marist,New_Hampshire,2020-01-26,2223.0,0.54,0.45999999999999996,0.06,0.54,0.010570756391491534,4,,,,,0.0,,0.0
617,Research Co.,New_Jersey,2020-11-02,450.0,0.5900000000000001,0.41000000000000003,0.06,0.5900000000000001,0.023185244349705602,14,B-,R +0.5,R +1.1,R,0.011000000000000001,2.0,0.011000000000000001
618,Rutgers-Eagleton,New_Jersey,2020-10-29,872.0,0.62,0.38,0.02,0.62,0.016437259085338166,14,B/C,R +0.0,R +0.1,R,0.001,2.0,0.001
619,Stockton University,New_Jersey,2020-10-16,721.0,0.6000000000000001,0.39999999999999997,0.08,0.6000000000000001,0.01824475301237764,14,A/B,D +0.7,D +2.3,D,0.023,1.0,-0.023
620,Fairleigh Dickinson,New_Jersey,2020-10-09,582.0,0.5750000000000001,0.425,0.09,0.5750000000000001,0.02049117654384937,14,A/B,D +0.0,D +0.1,D,0.001,1.0,-0.001
621,Emerson College,New_Jersey,2020-09-08,500.0,0.5850000000000001,0.41500000000000004,0.07,0.5850000000000001,0.022035199114144623,14,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
622,Rutgers-Eagleton,New_Jersey,2020-05-14,689.0,0.6150000000000001,0.385,0.11,0.6150000000000001,0.018537805094099503,14,B/C,R +0.0,R +0.1,R,0.001,2.0,0.001
623,Quinnipiac,New_Jersey,2020-05-06,941.0,0.5950000000000001,0.40499999999999997,0.11,0.5950000000000001,0.016002623323731417,14,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
624,Monmouth University,New_Jersey,2020-04-23,635.0,0.5800000000000001,0.42,0.08,0.5800000000000001,0.019586271907744323,14,A+,D +1.3,D +1.8,D,0.018000000000000002,1.0,-0.018000000000000002
625,Fairleigh Dickinson,New_Jersey,2020-02-18,715.0,0.5900000000000001,0.41,0.12,0.5900000000000001,0.018393522727353732,14,A/B,D +0.0,D +0.1,D,0.001,1.0,-0.001
626,Albuquerque Journal,New_Mexico,2020-11-01,1180.0,0.56,0.44,0.04,0.56,0.01445038267043589,5,,,,,0.0,,0.0
627,Public Policy,New_Mexico,2020-10-06,886.0,0.5700000000000001,0.43,0.08,0.5700000000000001,0.016632395162716595,5,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
628,Albuquerque Journal,New_Mexico,2020-09-06,1123.0,0.5750000000000001,0.42500000000000004,0.07,0.5750000000000001,0.014751578993921,5,,,,,0.0,,0.0
629,Public Policy,New_Mexico,2020-06-16,740.0,0.5700000000000001,0.43,0.08,0.5700000000000001,0.018199346587617266,5,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
630,Public Policy,New_Mexico,2020-04-24,1009.0,0.56,0.44,0.08,0.56,0.01562696964790712,5,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
631,Emerson College,New_Mexico,2020-01-06,967.0,0.54,0.46,0.0,0.54,0.01602738091475199,5,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
632,Research Co.,New_York,2020-11-02,450.0,0.64,0.36,0.06,0.64,0.02262741699796952,29,B-,R +0.5,R +1.1,R,0.011000000000000001,2.0,0.011000000000000001
633,Siena College,New_York,2020-10-02,504.0,0.66,0.33999999999999997,0.1,0.66,0.02110066575343288,29,A-,R +0.7,R +1.1,R,0.011000000000000001,1.0,0.011000000000000001
634,Public Policy,New_York,2020-08-25,1029.0,0.655,0.34500000000000003,0.05,0.655,0.014819123253221463,29,B,D +0.3,D +0.4,D,0.004,2.0,-0.004
635,Siena College,New_York,2020-06-30,806.0,0.625,0.375,0.11,0.625,0.017052502490575012,29,A-,R +0.7,R +1.1,R,0.011000000000000001,1.0,0.011000000000000001
636,Siena College,New_York,2020-05-27,796.0,0.625,0.375,0.11,0.625,0.017159281883979565,29,A-,R +0.7,R +1.1,R,0.011000000000000001,1.0,0.011000000000000001
637,Quinnipiac,New_York,2020-05-06,915.0,0.615,0.385,0.13,0.615,0.016086344886371135,29,B+,D +0.2,D +0.2,D,0.002,2.0,-0.002
638,Siena College,New_York,2020-04-27,803.0,0.68,0.31999999999999995,0.06,0.68,0.016461585911139852,29,A-,R +0.7,R +1.1,R,0.011000000000000001,1.0,0.011000000000000001
639,Siena College,New_York,2020-03-30,566.0,0.625,0.375,0.09,0.625,0.02034920406323223,29,A-,R +0.7,R +1.1,R,0.011000000000000001,1.0,0.011000000000000001
640,Siena College,New_York,2020-02-24,658.0,0.5950000000000001,0.40499999999999997,0.09,0.5950000000000001,0.019136964342740443,29,A-,R +0.7,R +1.1,R,0.011000000000000001,1.0,0.011000000000000001
641,Ipsos/Reuters,North_Carolina,2020-11-02,707.0,0.505,0.495,0.03,0.505,0.01880349511584026,15,B-,D +0.4,D +0.5,D,0.005,2.0,-0.005
642,Morning Consult,North_Carolina,2020-11-02,1982.0,0.505,0.495,0.03,0.505,0.011230432023340772,15,B/C,D +0.2,D +0.6,D,0.006,2.0,-0.006
643,Emerson College,North_Carolina,2020-11-01,855.0,0.5,0.5,0.06,0.5,0.017099639201419235,15,A-,D +0.3,D +0.4,D,0.004,1.0,-0.004
644,InsiderAdvantage,North_Carolina,2020-11-01,450.0,0.48,0.52,0.08,0.48,0.02355136231020759,15,B-,D +1.1,D +1.8,D,0.018000000000000002,2.0,-0.018000000000000002
645,Trafalgar Group,North_Carolina,2020-10-31,1082.0,0.49,0.51,0.04,0.49,0.01519740711419072,15,C-,R +0.9,R +1.5,R,0.015,3.0,0.015
646,CNN/SSRS,North_Carolina,2020-10-31,901.0,0.53,0.47000000000000003,0.04,0.53,0.016627404735414787,15,B/C,D +1.2,D +2.9,D,0.028999999999999998,2.0,-0.028999999999999998
647,Meeting Street Insights,North_Carolina,2020-10-30,600.0,0.515,0.485,0.07,0.515,0.020403226868970177,15,,,,,0.0,,0.0
648,East Carolina Univ.,North_Carolina,2020-10-30,1103.0,0.51,0.49,0.04,0.51,0.015052040280012379,15,,,,,0.0,,0.0
